Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 13046ms | tok/sec: 40,186 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00027 (2.0%) | loss: 5.406237 | lrm: 1.00 | dt: 364ms | tok/sec: 1,440,840 | mfu: 34.8% | epoch: 1 | remaining: 294s    
step 00028 (2.1%) | loss: 5.378128 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,519 | mfu: 39.2% | epoch: 1 | remaining: 293s    
step 00029 (2.2%) | loss: 5.349371 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,340 | mfu: 37.0% | epoch: 1 | remaining: 293s    
step 00030 (2.3%) | loss: 5.318772 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,351 | mfu: 37.5% | epoch: 1 | remaining: 293s    
step 00031 (2.4%) | loss: 5.288727 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,968 | mfu: 38.3% | epoch: 1 | remaining: 292s    
step 00032 (2.5%) | loss: 5.260473 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,035 | mfu: 38.6% | epoch: 1 | remaining: 292s    
step 00033 (2.6%) | loss: 5.233809 | lrm: 1.00 | dt: 345ms | tok/sec: 1,520,348 | mfu: 36.7% | epoch: 1 | remaining: 292s    
step 00034 (2.7%) | loss: 5.201893 | lrm: 1.00 | dt: 356ms | tok/sec: 1,474,553 | mfu: 35.6% | epoch: 1 | remaining: 291s    
step 00035 (2.9%) | loss: 5.174462 | lrm: 1.00 | dt: 412ms | tok/sec: 1,271,451 | mfu: 30.7% | epoch: 1 | remaining: 291s    
step 00036 (3.0%) | loss: 5.147497 | lrm: 1.00 | dt: 415ms | tok/sec: 1,262,654 | mfu: 30.5% | epoch: 1 | remaining: 291s    
step 00037 (3.1%) | loss: 5.121075 | lrm: 1.00 | dt: 363ms | tok/sec: 1,445,477 | mfu: 34.9% | epoch: 1 | remaining: 290s    
step 00038 (3.3%) | loss: 5.093168 | lrm: 1.00 | dt: 370ms | tok/sec: 1,415,837 | mfu: 34.2% | epoch: 1 | remaining: 290s    
step 00039 (3.4%) | loss: 5.065607 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,544 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00040 (3.5%) | loss: 5.036086 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,817 | mfu: 37.9% | epoch: 1 | remaining: 289s    
step 00041 (3.6%) | loss: 5.008985 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,632 | mfu: 37.6% | epoch: 1 | remaining: 289s    
step 00042 (3.7%) | loss: 4.982757 | lrm: 1.00 | dt: 400ms | tok/sec: 1,312,280 | mfu: 31.7% | epoch: 1 | remaining: 288s    
step 00043 (3.9%) | loss: 4.955389 | lrm: 1.00 | dt: 384ms | tok/sec: 1,365,678 | mfu: 33.0% | epoch: 1 | remaining: 288s    
step 00044 (4.0%) | loss: 4.931544 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,314 | mfu: 29.0% | epoch: 1 | remaining: 288s    
step 00045 (4.1%) | loss: 4.906328 | lrm: 1.00 | dt: 353ms | tok/sec: 1,487,065 | mfu: 35.9% | epoch: 1 | remaining: 287s    
step 00046 (4.2%) | loss: 4.878959 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,025 | mfu: 38.1% | epoch: 1 | remaining: 287s    
step 00047 (4.4%) | loss: 4.843681 | lrm: 1.00 | dt: 373ms | tok/sec: 1,404,144 | mfu: 33.9% | epoch: 1 | remaining: 287s    
step 00048 (4.5%) | loss: 4.820437 | lrm: 1.00 | dt: 353ms | tok/sec: 1,486,888 | mfu: 35.9% | epoch: 1 | remaining: 286s    
step 00049 (4.6%) | loss: 4.790800 | lrm: 1.00 | dt: 369ms | tok/sec: 1,420,267 | mfu: 34.3% | epoch: 1 | remaining: 286s    
step 00050 (4.7%) | loss: 4.761571 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,086 | mfu: 38.8% | epoch: 1 | remaining: 286s    
step 00051 (4.8%) | loss: 4.735613 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,986 | mfu: 35.6% | epoch: 1 | remaining: 285s    
step 00052 (4.9%) | loss: 4.707850 | lrm: 1.00 | dt: 379ms | tok/sec: 1,382,634 | mfu: 33.4% | epoch: 1 | remaining: 285s    
step 00053 (5.1%) | loss: 4.681176 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,919 | mfu: 39.6% | epoch: 1 | remaining: 284s    
step 00054 (5.2%) | loss: 4.652942 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,812 | mfu: 38.1% | epoch: 1 | remaining: 284s    
step 00055 (5.3%) | loss: 4.628071 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,167 | mfu: 37.4% | epoch: 1 | remaining: 284s    
step 00056 (5.4%) | loss: 4.606503 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,218 | mfu: 36.5% | epoch: 1 | remaining: 283s    
step 00057 (5.5%) | loss: 4.581793 | lrm: 1.00 | dt: 365ms | tok/sec: 1,436,340 | mfu: 34.7% | epoch: 1 | remaining: 283s    
step 00058 (5.6%) | loss: 4.551763 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,204 | mfu: 38.7% | epoch: 1 | remaining: 283s    
step 00059 (5.7%) | loss: 4.529369 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,415 | mfu: 38.1% | epoch: 1 | remaining: 282s    
step 00060 (5.9%) | loss: 4.503852 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,524 | mfu: 37.8% | epoch: 1 | remaining: 282s    
step 00061 (6.0%) | loss: 4.475712 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,784 | mfu: 36.8% | epoch: 1 | remaining: 282s    
step 00062 (6.1%) | loss: 4.452649 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,351 | mfu: 38.6% | epoch: 1 | remaining: 281s    
step 00063 (6.2%) | loss: 4.426712 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,584 | mfu: 34.6% | epoch: 1 | remaining: 281s    
step 00064 (6.3%) | loss: 4.400703 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,860 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00065 (6.4%) | loss: 4.371382 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,195 | mfu: 38.3% | epoch: 1 | remaining: 280s    
step 00066 (6.5%) | loss: 4.347710 | lrm: 1.00 | dt: 340ms | tok/sec: 1,539,847 | mfu: 37.2% | epoch: 1 | remaining: 280s    
step 00067 (6.6%) | loss: 4.325217 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,738 | mfu: 38.9% | epoch: 1 | remaining: 280s    
step 00068 (6.8%) | loss: 4.304713 | lrm: 1.00 | dt: 338ms | tok/sec: 1,551,974 | mfu: 37.5% | epoch: 1 | remaining: 279s    
step 00069 (6.9%) | loss: 4.284828 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,065 | mfu: 37.7% | epoch: 1 | remaining: 279s    
step 00070 (7.0%) | loss: 4.264257 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,623 | mfu: 38.6% | epoch: 1 | remaining: 279s    
step 00071 (7.1%) | loss: 4.247422 | lrm: 1.00 | dt: 369ms | tok/sec: 1,419,083 | mfu: 34.3% | epoch: 1 | remaining: 278s    
step 00072 (7.2%) | loss: 4.224389 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,348 | mfu: 37.0% | epoch: 1 | remaining: 278s    
step 00073 (7.3%) | loss: 4.199091 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,418 | mfu: 38.4% | epoch: 1 | remaining: 278s    
step 00074 (7.4%) | loss: 4.175742 | lrm: 1.00 | dt: 340ms | tok/sec: 1,542,900 | mfu: 37.3% | epoch: 1 | remaining: 277s    
step 00075 (7.6%) | loss: 4.157211 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,882 | mfu: 38.1% | epoch: 1 | remaining: 277s    
step 00076 (7.7%) | loss: 4.137959 | lrm: 1.00 | dt: 395ms | tok/sec: 1,326,719 | mfu: 32.1% | epoch: 1 | remaining: 277s    
step 00077 (7.8%) | loss: 4.122158 | lrm: 1.00 | dt: 360ms | tok/sec: 1,454,618 | mfu: 35.1% | epoch: 1 | remaining: 276s    
step 00078 (7.9%) | loss: 4.098976 | lrm: 1.00 | dt: 374ms | tok/sec: 1,401,624 | mfu: 33.9% | epoch: 1 | remaining: 276s    
step 00079 (8.0%) | loss: 4.079185 | lrm: 1.00 | dt: 455ms | tok/sec: 1,151,078 | mfu: 27.8% | epoch: 1 | remaining: 275s    
step 00080 (8.2%) | loss: 4.058224 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,674 | mfu: 37.0% | epoch: 1 | remaining: 275s    
step 00081 (8.3%) | loss: 4.038954 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,984 | mfu: 37.8% | epoch: 1 | remaining: 275s    
step 00082 (8.4%) | loss: 4.020919 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,623 | mfu: 38.0% | epoch: 1 | remaining: 274s    
step 00083 (8.5%) | loss: 4.001303 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,386 | mfu: 37.9% | epoch: 1 | remaining: 274s    
step 00084 (8.6%) | loss: 3.984295 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,832 | mfu: 36.1% | epoch: 1 | remaining: 274s    
step 00085 (8.8%) | loss: 3.972466 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,784 | mfu: 32.2% | epoch: 1 | remaining: 273s    
step 00086 (8.9%) | loss: 3.955826 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,681 | mfu: 34.5% | epoch: 1 | remaining: 273s    
step 00087 (9.0%) | loss: 3.938999 | lrm: 1.00 | dt: 358ms | tok/sec: 1,466,035 | mfu: 35.4% | epoch: 1 | remaining: 273s    
step 00088 (9.1%) | loss: 3.919408 | lrm: 1.00 | dt: 412ms | tok/sec: 1,272,407 | mfu: 30.7% | epoch: 1 | remaining: 272s    
step 00089 (9.3%) | loss: 3.901540 | lrm: 1.00 | dt: 367ms | tok/sec: 1,429,616 | mfu: 34.5% | epoch: 1 | remaining: 272s    
step 00090 (9.4%) | loss: 3.889084 | lrm: 1.00 | dt: 365ms | tok/sec: 1,437,019 | mfu: 34.7% | epoch: 1 | remaining: 271s    
step 00091 (9.5%) | loss: 3.874050 | lrm: 1.00 | dt: 383ms | tok/sec: 1,369,142 | mfu: 33.1% | epoch: 1 | remaining: 271s    
step 00092 (9.6%) | loss: 3.858286 | lrm: 1.00 | dt: 348ms | tok/sec: 1,505,500 | mfu: 36.4% | epoch: 1 | remaining: 271s    
step 00093 (9.8%) | loss: 3.848650 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,512 | mfu: 34.6% | epoch: 1 | remaining: 270s    
step 00094 (9.9%) | loss: 3.834968 | lrm: 1.00 | dt: 362ms | tok/sec: 1,446,426 | mfu: 34.9% | epoch: 1 | remaining: 270s    
step 00095 (10.0%) | loss: 3.824765 | lrm: 1.00 | dt: 338ms | tok/sec: 1,551,998 | mfu: 37.5% | epoch: 1 | remaining: 270s    
step 00096 (10.1%) | loss: 3.815774 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,600 | mfu: 38.4% | epoch: 1 | remaining: 269s    
step 00097 (10.2%) | loss: 3.801911 | lrm: 1.00 | dt: 356ms | tok/sec: 1,473,112 | mfu: 35.6% | epoch: 1 | remaining: 269s    
step 00098 (10.3%) | loss: 3.793265 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,755 | mfu: 34.6% | epoch: 1 | remaining: 269s    
step 00099 (10.5%) | loss: 3.780237 | lrm: 1.00 | dt: 359ms | tok/sec: 1,462,352 | mfu: 35.3% | epoch: 1 | remaining: 268s    
step 00100 (10.6%) | loss: 3.769891 | lrm: 1.00 | dt: 398ms | tok/sec: 1,317,449 | mfu: 31.8% | epoch: 1 | remaining: 268s    
step 00101 (10.7%) | loss: 3.755173 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,327 | mfu: 36.1% | epoch: 1 | remaining: 268s    
step 00102 (10.8%) | loss: 3.742838 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,812 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00103 (10.9%) | loss: 3.733217 | lrm: 1.00 | dt: 358ms | tok/sec: 1,463,615 | mfu: 35.4% | epoch: 1 | remaining: 267s    
step 00104 (11.1%) | loss: 3.716667 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,935 | mfu: 32.3% | epoch: 1 | remaining: 266s    
step 00105 (11.2%) | loss: 3.708056 | lrm: 1.00 | dt: 354ms | tok/sec: 1,482,330 | mfu: 35.8% | epoch: 1 | remaining: 266s    
step 00106 (11.3%) | loss: 3.700351 | lrm: 1.00 | dt: 367ms | tok/sec: 1,429,519 | mfu: 34.5% | epoch: 1 | remaining: 266s    
step 00107 (11.4%) | loss: 3.688222 | lrm: 1.00 | dt: 437ms | tok/sec: 1,199,294 | mfu: 29.0% | epoch: 1 | remaining: 265s    
step 00108 (11.6%) | loss: 3.682807 | lrm: 1.00 | dt: 404ms | tok/sec: 1,296,759 | mfu: 31.3% | epoch: 1 | remaining: 265s    
step 00109 (11.7%) | loss: 3.670415 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,120 | mfu: 35.8% | epoch: 1 | remaining: 265s    
step 00110 (11.8%) | loss: 3.663273 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,373 | mfu: 39.3% | epoch: 1 | remaining: 264s    
step 00111 (11.9%) | loss: 3.658409 | lrm: 1.00 | dt: 339ms | tok/sec: 1,547,514 | mfu: 37.4% | epoch: 1 | remaining: 264s    
step 00112 (12.0%) | loss: 3.653209 | lrm: 1.00 | dt: 338ms | tok/sec: 1,553,309 | mfu: 37.5% | epoch: 1 | remaining: 264s    
step 00113 (12.2%) | loss: 3.643826 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,181 | mfu: 36.5% | epoch: 1 | remaining: 263s    
step 00114 (12.3%) | loss: 3.633380 | lrm: 1.00 | dt: 382ms | tok/sec: 1,373,961 | mfu: 33.2% | epoch: 1 | remaining: 263s    
step 00115 (12.4%) | loss: 3.628796 | lrm: 1.00 | dt: 355ms | tok/sec: 1,475,505 | mfu: 35.7% | epoch: 1 | remaining: 262s    
step 00116 (12.5%) | loss: 3.621812 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,307 | mfu: 39.3% | epoch: 1 | remaining: 262s    
step 00117 (12.6%) | loss: 3.618298 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,396 | mfu: 29.1% | epoch: 1 | remaining: 262s    
step 00118 (12.8%) | loss: 3.613931 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,346 | mfu: 37.6% | epoch: 1 | remaining: 261s    
step 00119 (12.9%) | loss: 3.606519 | lrm: 1.00 | dt: 345ms | tok/sec: 1,518,186 | mfu: 36.7% | epoch: 1 | remaining: 261s    
step 00120 (13.0%) | loss: 3.603779 | lrm: 1.00 | dt: 414ms | tok/sec: 1,266,571 | mfu: 30.6% | epoch: 1 | remaining: 261s    
step 00121 (13.1%) | loss: 3.595503 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,681 | mfu: 39.4% | epoch: 1 | remaining: 260s    
step 00122 (13.2%) | loss: 3.584000 | lrm: 1.00 | dt: 393ms | tok/sec: 1,334,133 | mfu: 32.2% | epoch: 1 | remaining: 260s    
step 00123 (13.4%) | loss: 3.577532 | lrm: 1.00 | dt: 384ms | tok/sec: 1,365,564 | mfu: 33.0% | epoch: 1 | remaining: 259s    
step 00124 (13.5%) | loss: 3.574791 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,330 | mfu: 37.8% | epoch: 1 | remaining: 259s    
step 00125 (13.6%) | loss: 3.570620 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,524 | mfu: 38.7% | epoch: 1 | remaining: 259s    
step 00126 (13.7%) | loss: 3.564730 | lrm: 1.00 | dt: 348ms | tok/sec: 1,506,801 | mfu: 36.4% | epoch: 1 | remaining: 258s    
step 00127 (13.8%) | loss: 3.562771 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,086 | mfu: 38.1% | epoch: 1 | remaining: 258s    
step 00128 (13.9%) | loss: 3.555616 | lrm: 1.00 | dt: 374ms | tok/sec: 1,400,172 | mfu: 33.8% | epoch: 1 | remaining: 258s    
step 00129 (14.1%) | loss: 3.547947 | lrm: 1.00 | dt: 344ms | tok/sec: 1,523,847 | mfu: 36.8% | epoch: 1 | remaining: 257s    
step 00130 (14.2%) | loss: 3.542988 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,230 | mfu: 38.8% | epoch: 1 | remaining: 257s    
step 00131 (14.3%) | loss: 3.538196 | lrm: 1.00 | dt: 343ms | tok/sec: 1,527,969 | mfu: 36.9% | epoch: 1 | remaining: 257s    
step 00132 (14.4%) | loss: 3.533008 | lrm: 1.00 | dt: 398ms | tok/sec: 1,318,462 | mfu: 31.9% | epoch: 1 | remaining: 256s    
step 00133 (14.5%) | loss: 3.526671 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,632 | mfu: 39.4% | epoch: 1 | remaining: 256s    
step 00134 (14.7%) | loss: 3.521176 | lrm: 1.00 | dt: 350ms | tok/sec: 1,499,850 | mfu: 36.2% | epoch: 1 | remaining: 256s    
step 00135 (14.8%) | loss: 3.519277 | lrm: 1.00 | dt: 362ms | tok/sec: 1,447,948 | mfu: 35.0% | epoch: 1 | remaining: 255s    
step 00136 (14.9%) | loss: 3.511791 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,111 | mfu: 38.9% | epoch: 1 | remaining: 255s    
step 00137 (15.0%) | loss: 3.508742 | lrm: 1.00 | dt: 363ms | tok/sec: 1,444,528 | mfu: 34.9% | epoch: 1 | remaining: 255s    
step 00138 (15.1%) | loss: 3.500275 | lrm: 1.00 | dt: 357ms | tok/sec: 1,467,416 | mfu: 35.5% | epoch: 1 | remaining: 254s    
step 00139 (15.2%) | loss: 3.491984 | lrm: 1.00 | dt: 344ms | tok/sec: 1,523,645 | mfu: 36.8% | epoch: 1 | remaining: 254s    
step 00140 (15.4%) | loss: 3.486120 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,672 | mfu: 38.5% | epoch: 1 | remaining: 254s    
step 00141 (15.5%) | loss: 3.481623 | lrm: 1.00 | dt: 377ms | tok/sec: 1,391,144 | mfu: 33.6% | epoch: 1 | remaining: 253s    
step 00142 (15.6%) | loss: 3.480048 | lrm: 1.00 | dt: 421ms | tok/sec: 1,244,627 | mfu: 30.1% | epoch: 1 | remaining: 253s    
step 00143 (15.7%) | loss: 3.477207 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,856 | mfu: 39.8% | epoch: 1 | remaining: 252s    
step 00144 (15.8%) | loss: 3.471563 | lrm: 1.00 | dt: 394ms | tok/sec: 1,331,547 | mfu: 32.2% | epoch: 1 | remaining: 252s    
step 00145 (16.0%) | loss: 3.469605 | lrm: 1.00 | dt: 361ms | tok/sec: 1,450,998 | mfu: 35.1% | epoch: 1 | remaining: 252s    
step 00146 (16.1%) | loss: 3.467790 | lrm: 1.00 | dt: 344ms | tok/sec: 1,523,067 | mfu: 36.8% | epoch: 1 | remaining: 251s    
step 00147 (16.2%) | loss: 3.467852 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,621 | mfu: 37.4% | epoch: 1 | remaining: 251s    
step 00148 (16.3%) | loss: 3.468438 | lrm: 1.00 | dt: 348ms | tok/sec: 1,507,630 | mfu: 36.4% | epoch: 1 | remaining: 251s    
step 00149 (16.4%) | loss: 3.465898 | lrm: 1.00 | dt: 364ms | tok/sec: 1,440,897 | mfu: 34.8% | epoch: 1 | remaining: 250s    
step 00150 (16.6%) | loss: 3.458136 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,922 | mfu: 39.2% | epoch: 1 | remaining: 250s    
step 00151 (16.7%) | loss: 3.454820 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,689 | mfu: 38.0% | epoch: 1 | remaining: 250s    
step 00152 (16.8%) | loss: 3.450740 | lrm: 1.00 | dt: 351ms | tok/sec: 1,492,019 | mfu: 36.0% | epoch: 1 | remaining: 249s    
step 00153 (16.9%) | loss: 3.448336 | lrm: 1.00 | dt: 404ms | tok/sec: 1,298,433 | mfu: 31.4% | epoch: 1 | remaining: 249s    
step 00154 (17.0%) | loss: 3.446969 | lrm: 1.00 | dt: 377ms | tok/sec: 1,391,203 | mfu: 33.6% | epoch: 1 | remaining: 249s    
step 00155 (17.1%) | loss: 3.441633 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,406 | mfu: 37.2% | epoch: 1 | remaining: 248s    
step 00156 (17.3%) | loss: 3.436223 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,113 | mfu: 38.9% | epoch: 1 | remaining: 248s    
step 00157 (17.4%) | loss: 3.434196 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,902 | mfu: 32.1% | epoch: 1 | remaining: 247s    
step 00158 (17.5%) | loss: 3.432516 | lrm: 1.00 | dt: 351ms | tok/sec: 1,495,156 | mfu: 36.1% | epoch: 1 | remaining: 247s    
step 00159 (17.6%) | loss: 3.428200 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,724 | mfu: 39.6% | epoch: 1 | remaining: 247s    
step 00160 (17.7%) | loss: 3.421054 | lrm: 1.00 | dt: 339ms | tok/sec: 1,544,696 | mfu: 37.3% | epoch: 1 | remaining: 246s    
step 00161 (17.8%) | loss: 3.416880 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,414 | mfu: 37.2% | epoch: 1 | remaining: 246s    
step 00162 (18.0%) | loss: 3.412985 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,789 | mfu: 38.2% | epoch: 1 | remaining: 246s    
step 00163 (18.1%) | loss: 3.409284 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,727 | mfu: 38.2% | epoch: 1 | remaining: 245s    
step 00164 (18.2%) | loss: 3.407880 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,184 | mfu: 38.0% | epoch: 1 | remaining: 245s    
