Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 36218ms | tok/sec: 14,475 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00036 (2.8%) | loss: 5.148443 | lrm: 1.00 | dt: 365ms | tok/sec: 1,435,742 | mfu: 34.7% | epoch: 1 | remaining: 291s    
step 00037 (2.9%) | loss: 5.121337 | lrm: 1.00 | dt: 340ms | tok/sec: 1,542,233 | mfu: 37.3% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 5.093072 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,451 | mfu: 38.0% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.065533 | lrm: 1.00 | dt: 336ms | tok/sec: 1,559,680 | mfu: 37.7% | epoch: 1 | remaining: 290s    
step 00040 (3.3%) | loss: 5.037176 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,984 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00041 (3.4%) | loss: 5.011880 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,224 | mfu: 38.3% | epoch: 1 | remaining: 290s    
step 00042 (3.5%) | loss: 4.987519 | lrm: 1.00 | dt: 348ms | tok/sec: 1,507,620 | mfu: 36.4% | epoch: 1 | remaining: 289s    
step 00043 (3.6%) | loss: 4.959717 | lrm: 1.00 | dt: 354ms | tok/sec: 1,479,463 | mfu: 35.7% | epoch: 1 | remaining: 289s    
step 00044 (3.7%) | loss: 4.931918 | lrm: 1.00 | dt: 385ms | tok/sec: 1,361,182 | mfu: 32.9% | epoch: 1 | remaining: 288s    
step 00045 (3.8%) | loss: 4.904176 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,307 | mfu: 37.4% | epoch: 1 | remaining: 288s    
step 00046 (3.9%) | loss: 4.876862 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,240 | mfu: 38.4% | epoch: 1 | remaining: 288s    
step 00047 (4.1%) | loss: 4.842127 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,729 | mfu: 36.1% | epoch: 1 | remaining: 287s    
step 00048 (4.2%) | loss: 4.819518 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,488 | mfu: 37.7% | epoch: 1 | remaining: 287s    
step 00049 (4.3%) | loss: 4.790352 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,515 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00050 (4.4%) | loss: 4.761525 | lrm: 1.00 | dt: 334ms | tok/sec: 1,572,063 | mfu: 38.0% | epoch: 1 | remaining: 286s    
step 00051 (4.5%) | loss: 4.736876 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,459 | mfu: 37.9% | epoch: 1 | remaining: 286s    
step 00052 (4.6%) | loss: 4.709305 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,336 | mfu: 38.6% | epoch: 1 | remaining: 286s    
step 00053 (4.7%) | loss: 4.683222 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,588 | mfu: 37.9% | epoch: 1 | remaining: 285s    
step 00054 (4.8%) | loss: 4.656140 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,608 | mfu: 38.0% | epoch: 1 | remaining: 285s    
step 00055 (4.9%) | loss: 4.630569 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,037 | mfu: 38.8% | epoch: 1 | remaining: 285s    
step 00056 (5.1%) | loss: 4.607765 | lrm: 1.00 | dt: 335ms | tok/sec: 1,567,222 | mfu: 37.9% | epoch: 1 | remaining: 284s    
step 00057 (5.2%) | loss: 4.581951 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,943 | mfu: 38.0% | epoch: 1 | remaining: 284s    
step 00058 (5.3%) | loss: 4.551466 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,683 | mfu: 38.8% | epoch: 1 | remaining: 284s    
step 00059 (5.4%) | loss: 4.528649 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,698 | mfu: 37.9% | epoch: 1 | remaining: 284s    
step 00060 (5.5%) | loss: 4.503587 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,427 | mfu: 38.1% | epoch: 1 | remaining: 283s    
step 00061 (5.6%) | loss: 4.475103 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,641 | mfu: 38.4% | epoch: 1 | remaining: 283s    
step 00062 (5.7%) | loss: 4.451892 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,016 | mfu: 38.2% | epoch: 1 | remaining: 283s    
step 00063 (5.8%) | loss: 4.426346 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,607 | mfu: 38.3% | epoch: 1 | remaining: 282s    
step 00064 (5.9%) | loss: 4.402648 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,871 | mfu: 38.4% | epoch: 1 | remaining: 282s    
step 00065 (6.1%) | loss: 4.375952 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,277 | mfu: 38.3% | epoch: 1 | remaining: 282s    
step 00066 (6.2%) | loss: 4.351212 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,045 | mfu: 37.9% | epoch: 1 | remaining: 281s    
step 00067 (6.3%) | loss: 4.328278 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,167 | mfu: 38.2% | epoch: 1 | remaining: 281s    
step 00068 (6.4%) | loss: 4.309535 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,535 | mfu: 38.4% | epoch: 1 | remaining: 281s    
step 00069 (6.5%) | loss: 4.289770 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,257 | mfu: 38.3% | epoch: 1 | remaining: 280s    
step 00070 (6.6%) | loss: 4.267733 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,092 | mfu: 38.5% | epoch: 1 | remaining: 280s    
step 00071 (6.7%) | loss: 4.251043 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,570 | mfu: 38.1% | epoch: 1 | remaining: 280s    
step 00072 (6.8%) | loss: 4.227328 | lrm: 1.00 | dt: 331ms | tok/sec: 1,586,060 | mfu: 38.3% | epoch: 1 | remaining: 279s    
step 00073 (6.9%) | loss: 4.201090 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,076 | mfu: 38.5% | epoch: 1 | remaining: 279s    
step 00074 (7.0%) | loss: 4.177409 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,361 | mfu: 38.3% | epoch: 1 | remaining: 279s    
step 00075 (7.2%) | loss: 4.160463 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,671 | mfu: 38.0% | epoch: 1 | remaining: 278s    
step 00076 (7.3%) | loss: 4.142098 | lrm: 1.00 | dt: 382ms | tok/sec: 1,373,434 | mfu: 33.2% | epoch: 1 | remaining: 278s    
step 00077 (7.4%) | loss: 4.125459 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,404 | mfu: 39.6% | epoch: 1 | remaining: 278s    
step 00078 (7.5%) | loss: 4.102171 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,421 | mfu: 38.8% | epoch: 1 | remaining: 277s    
step 00079 (7.6%) | loss: 4.082506 | lrm: 1.00 | dt: 342ms | tok/sec: 1,534,262 | mfu: 37.1% | epoch: 1 | remaining: 277s    
step 00080 (7.7%) | loss: 4.061399 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,905 | mfu: 38.9% | epoch: 1 | remaining: 277s    
step 00081 (7.8%) | loss: 4.040768 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,577 | mfu: 38.5% | epoch: 1 | remaining: 276s    
step 00082 (7.9%) | loss: 4.022904 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,099 | mfu: 37.3% | epoch: 1 | remaining: 276s    
step 00083 (8.1%) | loss: 4.004506 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,508 | mfu: 38.8% | epoch: 1 | remaining: 276s    
step 00084 (8.2%) | loss: 3.987664 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,070 | mfu: 35.5% | epoch: 1 | remaining: 275s    
step 00085 (8.3%) | loss: 3.975684 | lrm: 1.00 | dt: 372ms | tok/sec: 1,410,769 | mfu: 34.1% | epoch: 1 | remaining: 275s    
step 00086 (8.4%) | loss: 3.960637 | lrm: 1.00 | dt: 358ms | tok/sec: 1,466,443 | mfu: 35.4% | epoch: 1 | remaining: 274s    
step 00087 (8.5%) | loss: 3.943480 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,718 | mfu: 39.1% | epoch: 1 | remaining: 274s    
step 00088 (8.6%) | loss: 3.923655 | lrm: 1.00 | dt: 385ms | tok/sec: 1,363,419 | mfu: 32.9% | epoch: 1 | remaining: 274s    
step 00089 (8.8%) | loss: 3.903393 | lrm: 1.00 | dt: 357ms | tok/sec: 1,468,211 | mfu: 35.5% | epoch: 1 | remaining: 273s    
step 00090 (8.9%) | loss: 3.889704 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,746 | mfu: 38.8% | epoch: 1 | remaining: 273s    
step 00091 (9.0%) | loss: 3.874373 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,008 | mfu: 38.1% | epoch: 1 | remaining: 273s    
step 00092 (9.1%) | loss: 3.858494 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,101 | mfu: 37.7% | epoch: 1 | remaining: 272s    
step 00093 (9.2%) | loss: 3.847513 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,728 | mfu: 38.9% | epoch: 1 | remaining: 272s    
step 00094 (9.3%) | loss: 3.835353 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,249 | mfu: 38.3% | epoch: 1 | remaining: 272s    
step 00095 (9.4%) | loss: 3.826695 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,724 | mfu: 37.9% | epoch: 1 | remaining: 271s    
step 00096 (9.5%) | loss: 3.818675 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,126 | mfu: 38.4% | epoch: 1 | remaining: 271s    
step 00097 (9.7%) | loss: 3.803549 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,414 | mfu: 38.6% | epoch: 1 | remaining: 271s    
step 00098 (9.8%) | loss: 3.793779 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,973 | mfu: 35.4% | epoch: 1 | remaining: 270s    
step 00099 (9.9%) | loss: 3.782235 | lrm: 1.00 | dt: 343ms | tok/sec: 1,527,469 | mfu: 36.9% | epoch: 1 | remaining: 270s    
step 00100 (10.0%) | loss: 3.771767 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,479 | mfu: 38.6% | epoch: 1 | remaining: 270s    
step 00101 (10.1%) | loss: 3.756563 | lrm: 1.00 | dt: 337ms | tok/sec: 1,554,459 | mfu: 37.6% | epoch: 1 | remaining: 269s    
step 00102 (10.2%) | loss: 3.744937 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,311 | mfu: 38.2% | epoch: 1 | remaining: 269s    
step 00103 (10.3%) | loss: 3.735505 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,554 | mfu: 38.6% | epoch: 1 | remaining: 269s    
step 00104 (10.4%) | loss: 3.717631 | lrm: 1.00 | dt: 360ms | tok/sec: 1,455,312 | mfu: 35.2% | epoch: 1 | remaining: 268s    
step 00105 (10.6%) | loss: 3.709096 | lrm: 1.00 | dt: 352ms | tok/sec: 1,490,612 | mfu: 36.0% | epoch: 1 | remaining: 268s    
step 00106 (10.7%) | loss: 3.701548 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,513 | mfu: 37.4% | epoch: 1 | remaining: 268s    
step 00107 (10.8%) | loss: 3.689699 | lrm: 1.00 | dt: 409ms | tok/sec: 1,281,625 | mfu: 31.0% | epoch: 1 | remaining: 267s    
step 00108 (10.9%) | loss: 3.683728 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,021 | mfu: 35.8% | epoch: 1 | remaining: 267s    
step 00109 (11.0%) | loss: 3.671441 | lrm: 1.00 | dt: 356ms | tok/sec: 1,474,630 | mfu: 35.6% | epoch: 1 | remaining: 267s    
step 00110 (11.2%) | loss: 3.664487 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,307 | mfu: 38.7% | epoch: 1 | remaining: 266s    
step 00111 (11.3%) | loss: 3.658762 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,039 | mfu: 37.8% | epoch: 1 | remaining: 266s    
step 00112 (11.4%) | loss: 3.652709 | lrm: 1.00 | dt: 354ms | tok/sec: 1,479,771 | mfu: 35.8% | epoch: 1 | remaining: 266s    
step 00113 (11.5%) | loss: 3.643460 | lrm: 1.00 | dt: 394ms | tok/sec: 1,331,722 | mfu: 32.2% | epoch: 1 | remaining: 265s    
step 00114 (11.6%) | loss: 3.632144 | lrm: 1.00 | dt: 341ms | tok/sec: 1,539,384 | mfu: 37.2% | epoch: 1 | remaining: 265s    
step 00115 (11.7%) | loss: 3.628191 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,885 | mfu: 38.6% | epoch: 1 | remaining: 264s    
step 00116 (11.9%) | loss: 3.621186 | lrm: 1.00 | dt: 340ms | tok/sec: 1,544,218 | mfu: 37.3% | epoch: 1 | remaining: 264s    
step 00117 (12.0%) | loss: 3.618060 | lrm: 1.00 | dt: 447ms | tok/sec: 1,172,499 | mfu: 28.3% | epoch: 1 | remaining: 264s    
step 00118 (12.1%) | loss: 3.615467 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,052 | mfu: 39.6% | epoch: 1 | remaining: 263s    
step 00119 (12.2%) | loss: 3.609161 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,872 | mfu: 38.5% | epoch: 1 | remaining: 263s    
step 00120 (12.3%) | loss: 3.604079 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,977 | mfu: 36.8% | epoch: 1 | remaining: 263s    
step 00121 (12.4%) | loss: 3.596008 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,191 | mfu: 39.1% | epoch: 1 | remaining: 262s    
step 00122 (12.6%) | loss: 3.584460 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,582 | mfu: 37.2% | epoch: 1 | remaining: 262s    
step 00123 (12.7%) | loss: 3.579059 | lrm: 1.00 | dt: 350ms | tok/sec: 1,497,433 | mfu: 36.2% | epoch: 1 | remaining: 262s    
step 00124 (12.8%) | loss: 3.576898 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,937 | mfu: 39.3% | epoch: 1 | remaining: 261s    
step 00125 (12.9%) | loss: 3.573011 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,868 | mfu: 38.1% | epoch: 1 | remaining: 261s    
step 00126 (13.0%) | loss: 3.566670 | lrm: 1.00 | dt: 345ms | tok/sec: 1,521,139 | mfu: 36.8% | epoch: 1 | remaining: 261s    
step 00127 (13.1%) | loss: 3.564634 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,886 | mfu: 39.0% | epoch: 1 | remaining: 260s    
step 00128 (13.2%) | loss: 3.556650 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,544 | mfu: 36.5% | epoch: 1 | remaining: 260s    
step 00129 (13.3%) | loss: 3.548448 | lrm: 1.00 | dt: 336ms | tok/sec: 1,558,694 | mfu: 37.7% | epoch: 1 | remaining: 260s    
step 00130 (13.5%) | loss: 3.544003 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,858 | mfu: 38.7% | epoch: 1 | remaining: 259s    
step 00131 (13.6%) | loss: 3.538250 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,975 | mfu: 38.2% | epoch: 1 | remaining: 259s    
step 00132 (13.7%) | loss: 3.534000 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,923 | mfu: 37.9% | epoch: 1 | remaining: 259s    
step 00133 (13.8%) | loss: 3.529099 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,293 | mfu: 38.6% | epoch: 1 | remaining: 258s    
step 00134 (13.9%) | loss: 3.523779 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,372 | mfu: 36.3% | epoch: 1 | remaining: 258s    
step 00135 (14.0%) | loss: 3.520997 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,225 | mfu: 38.4% | epoch: 1 | remaining: 258s    
step 00136 (14.1%) | loss: 3.512869 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,089 | mfu: 38.1% | epoch: 1 | remaining: 257s    
step 00137 (14.2%) | loss: 3.509018 | lrm: 1.00 | dt: 352ms | tok/sec: 1,487,447 | mfu: 35.9% | epoch: 1 | remaining: 257s    
step 00138 (14.3%) | loss: 3.500318 | lrm: 1.00 | dt: 336ms | tok/sec: 1,558,898 | mfu: 37.7% | epoch: 1 | remaining: 257s    
step 00139 (14.5%) | loss: 3.492817 | lrm: 1.00 | dt: 367ms | tok/sec: 1,430,234 | mfu: 34.6% | epoch: 1 | remaining: 256s    
step 00140 (14.6%) | loss: 3.487820 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,003 | mfu: 38.8% | epoch: 1 | remaining: 256s    
step 00141 (14.7%) | loss: 3.483612 | lrm: 1.00 | dt: 390ms | tok/sec: 1,345,644 | mfu: 32.5% | epoch: 1 | remaining: 256s    
step 00142 (14.8%) | loss: 3.481275 | lrm: 1.00 | dt: 424ms | tok/sec: 1,236,567 | mfu: 29.9% | epoch: 1 | remaining: 255s    
step 00143 (15.0%) | loss: 3.478669 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,153 | mfu: 39.5% | epoch: 1 | remaining: 255s    
step 00144 (15.1%) | loss: 3.473086 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,769 | mfu: 34.4% | epoch: 1 | remaining: 254s    
step 00145 (15.2%) | loss: 3.470859 | lrm: 1.00 | dt: 368ms | tok/sec: 1,425,109 | mfu: 34.4% | epoch: 1 | remaining: 254s    
step 00146 (15.3%) | loss: 3.469982 | lrm: 1.00 | dt: 347ms | tok/sec: 1,510,012 | mfu: 36.5% | epoch: 1 | remaining: 254s    
step 00147 (15.4%) | loss: 3.470138 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,396 | mfu: 38.0% | epoch: 1 | remaining: 253s    
step 00148 (15.5%) | loss: 3.470055 | lrm: 1.00 | dt: 336ms | tok/sec: 1,562,039 | mfu: 37.7% | epoch: 1 | remaining: 253s    
step 00149 (15.7%) | loss: 3.467004 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,896 | mfu: 38.2% | epoch: 1 | remaining: 253s    
step 00150 (15.8%) | loss: 3.459272 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,440 | mfu: 38.4% | epoch: 1 | remaining: 252s    
step 00151 (15.9%) | loss: 3.457633 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,994 | mfu: 37.9% | epoch: 1 | remaining: 252s    
step 00152 (16.0%) | loss: 3.453363 | lrm: 1.00 | dt: 339ms | tok/sec: 1,547,947 | mfu: 37.4% | epoch: 1 | remaining: 252s    
step 00153 (16.1%) | loss: 3.450710 | lrm: 1.00 | dt: 360ms | tok/sec: 1,458,245 | mfu: 35.2% | epoch: 1 | remaining: 251s    
step 00154 (16.2%) | loss: 3.448618 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,695 | mfu: 39.3% | epoch: 1 | remaining: 251s    
step 00155 (16.3%) | loss: 3.443068 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,366 | mfu: 38.4% | epoch: 1 | remaining: 251s    
step 00156 (16.4%) | loss: 3.437718 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,583 | mfu: 37.7% | epoch: 1 | remaining: 250s    
step 00157 (16.5%) | loss: 3.434008 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,248 | mfu: 38.6% | epoch: 1 | remaining: 250s    
step 00158 (16.7%) | loss: 3.430023 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,188 | mfu: 38.6% | epoch: 1 | remaining: 250s    
step 00159 (16.8%) | loss: 3.425579 | lrm: 1.00 | dt: 335ms | tok/sec: 1,567,213 | mfu: 37.9% | epoch: 1 | remaining: 249s    
step 00160 (16.9%) | loss: 3.418637 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,064 | mfu: 38.3% | epoch: 1 | remaining: 249s    
step 00161 (17.0%) | loss: 3.414748 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,492 | mfu: 38.5% | epoch: 1 | remaining: 249s    
step 00162 (17.1%) | loss: 3.411073 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,009 | mfu: 38.2% | epoch: 1 | remaining: 248s    
step 00163 (17.2%) | loss: 3.407332 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,261 | mfu: 38.4% | epoch: 1 | remaining: 248s    
