Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 15738ms | tok/sec: 16,656 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310439 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,786 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212910 | lrm: 1.00 | dt: 187ms | tok/sec: 1,401,374 | mfu: 33.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130876 | lrm: 1.00 | dt: 193ms | tok/sec: 1,356,067 | mfu: 32.8% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.058139 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,424 | mfu: 39.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991137 | lrm: 1.00 | dt: 206ms | tok/sec: 1,271,082 | mfu: 30.7% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931958 | lrm: 1.00 | dt: 158ms | tok/sec: 1,659,740 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.874959 | lrm: 1.00 | dt: 173ms | tok/sec: 1,519,323 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824895 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,722 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00019 (0.5%) | loss: 5.777720 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,793 | mfu: 32.5% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 5.733325 | lrm: 1.00 | dt: 213ms | tok/sec: 1,229,176 | mfu: 29.7% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 5.693233 | lrm: 1.00 | dt: 256ms | tok/sec: 1,025,090 | mfu: 24.8% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.658254 | lrm: 1.00 | dt: 170ms | tok/sec: 1,545,855 | mfu: 37.4% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.624270 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,655 | mfu: 32.9% | epoch: 1 | remaining: 298s    
step 00024 (0.8%) | loss: 5.592588 | lrm: 1.00 | dt: 175ms | tok/sec: 1,500,689 | mfu: 36.3% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.560460 | lrm: 1.00 | dt: 165ms | tok/sec: 1,584,233 | mfu: 38.3% | epoch: 1 | remaining: 297s    
step 00026 (0.9%) | loss: 5.529419 | lrm: 1.00 | dt: 230ms | tok/sec: 1,137,345 | mfu: 27.5% | epoch: 1 | remaining: 297s    
step 00027 (1.0%) | loss: 5.499241 | lrm: 1.00 | dt: 204ms | tok/sec: 1,285,898 | mfu: 31.1% | epoch: 1 | remaining: 297s    
step 00028 (1.1%) | loss: 5.472776 | lrm: 1.00 | dt: 174ms | tok/sec: 1,509,656 | mfu: 36.5% | epoch: 1 | remaining: 297s    
step 00029 (1.1%) | loss: 5.446119 | lrm: 1.00 | dt: 188ms | tok/sec: 1,392,153 | mfu: 33.6% | epoch: 1 | remaining: 296s    
step 00030 (1.2%) | loss: 5.416263 | lrm: 1.00 | dt: 167ms | tok/sec: 1,573,047 | mfu: 38.0% | epoch: 1 | remaining: 296s    
step 00031 (1.2%) | loss: 5.389829 | lrm: 1.00 | dt: 185ms | tok/sec: 1,420,287 | mfu: 34.3% | epoch: 1 | remaining: 296s    
step 00032 (1.3%) | loss: 5.364667 | lrm: 1.00 | dt: 160ms | tok/sec: 1,643,512 | mfu: 39.7% | epoch: 1 | remaining: 296s    
step 00033 (1.4%) | loss: 5.340119 | lrm: 1.00 | dt: 167ms | tok/sec: 1,566,427 | mfu: 37.8% | epoch: 1 | remaining: 296s    
step 00034 (1.4%) | loss: 5.314397 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,893 | mfu: 32.4% | epoch: 1 | remaining: 296s    
step 00035 (1.5%) | loss: 5.287576 | lrm: 1.00 | dt: 177ms | tok/sec: 1,477,399 | mfu: 35.7% | epoch: 1 | remaining: 295s    
step 00036 (1.5%) | loss: 5.261337 | lrm: 1.00 | dt: 188ms | tok/sec: 1,393,351 | mfu: 33.7% | epoch: 1 | remaining: 295s    
step 00037 (1.6%) | loss: 5.236188 | lrm: 1.00 | dt: 172ms | tok/sec: 1,526,302 | mfu: 36.9% | epoch: 1 | remaining: 295s    
step 00038 (1.7%) | loss: 5.209522 | lrm: 1.00 | dt: 210ms | tok/sec: 1,247,045 | mfu: 30.1% | epoch: 1 | remaining: 295s    
step 00039 (1.7%) | loss: 5.183544 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,776 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00040 (1.8%) | loss: 5.161327 | lrm: 1.00 | dt: 193ms | tok/sec: 1,356,264 | mfu: 32.8% | epoch: 1 | remaining: 294s    
step 00041 (1.8%) | loss: 5.135567 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,982 | mfu: 39.1% | epoch: 1 | remaining: 294s    
step 00042 (1.9%) | loss: 5.112854 | lrm: 1.00 | dt: 186ms | tok/sec: 1,409,876 | mfu: 34.1% | epoch: 1 | remaining: 294s    
step 00043 (2.0%) | loss: 5.086323 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,157 | mfu: 38.2% | epoch: 1 | remaining: 294s    
step 00044 (2.0%) | loss: 5.062387 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,295 | mfu: 35.4% | epoch: 1 | remaining: 294s    
step 00045 (2.1%) | loss: 5.040473 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,843 | mfu: 39.6% | epoch: 1 | remaining: 294s    
step 00046 (2.1%) | loss: 5.015432 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,483 | mfu: 33.0% | epoch: 1 | remaining: 293s    
step 00047 (2.2%) | loss: 4.989369 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,609 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00048 (2.2%) | loss: 4.965188 | lrm: 1.00 | dt: 180ms | tok/sec: 1,452,388 | mfu: 35.1% | epoch: 1 | remaining: 293s    
step 00049 (2.3%) | loss: 4.937308 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,278 | mfu: 39.3% | epoch: 1 | remaining: 293s    
step 00050 (2.4%) | loss: 4.915834 | lrm: 1.00 | dt: 166ms | tok/sec: 1,579,478 | mfu: 38.2% | epoch: 1 | remaining: 293s    
step 00051 (2.4%) | loss: 4.890901 | lrm: 1.00 | dt: 181ms | tok/sec: 1,445,003 | mfu: 34.9% | epoch: 1 | remaining: 293s    
step 00052 (2.5%) | loss: 4.868230 | lrm: 1.00 | dt: 164ms | tok/sec: 1,600,367 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00053 (2.5%) | loss: 4.845052 | lrm: 1.00 | dt: 168ms | tok/sec: 1,559,703 | mfu: 37.7% | epoch: 1 | remaining: 292s    
step 00054 (2.6%) | loss: 4.817815 | lrm: 1.00 | dt: 165ms | tok/sec: 1,593,460 | mfu: 38.5% | epoch: 1 | remaining: 292s    
step 00055 (2.6%) | loss: 4.795231 | lrm: 1.00 | dt: 185ms | tok/sec: 1,417,683 | mfu: 34.3% | epoch: 1 | remaining: 292s    
step 00056 (2.7%) | loss: 4.772853 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,526 | mfu: 39.9% | epoch: 1 | remaining: 292s    
step 00057 (2.8%) | loss: 4.750833 | lrm: 1.00 | dt: 167ms | tok/sec: 1,573,738 | mfu: 38.0% | epoch: 1 | remaining: 292s    
step 00058 (2.8%) | loss: 4.728494 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,527 | mfu: 32.8% | epoch: 1 | remaining: 291s    
step 00059 (2.9%) | loss: 4.707244 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,009 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00060 (2.9%) | loss: 4.687997 | lrm: 1.00 | dt: 176ms | tok/sec: 1,490,103 | mfu: 36.0% | epoch: 1 | remaining: 291s    
step 00061 (3.0%) | loss: 4.663772 | lrm: 1.00 | dt: 198ms | tok/sec: 1,320,869 | mfu: 31.9% | epoch: 1 | remaining: 291s    
step 00062 (3.1%) | loss: 4.640602 | lrm: 1.00 | dt: 164ms | tok/sec: 1,598,975 | mfu: 38.6% | epoch: 1 | remaining: 291s    
step 00063 (3.1%) | loss: 4.618614 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,579 | mfu: 39.6% | epoch: 1 | remaining: 291s    
step 00064 (3.2%) | loss: 4.595257 | lrm: 1.00 | dt: 169ms | tok/sec: 1,554,789 | mfu: 37.6% | epoch: 1 | remaining: 290s    
step 00065 (3.2%) | loss: 4.570106 | lrm: 1.00 | dt: 165ms | tok/sec: 1,588,657 | mfu: 38.4% | epoch: 1 | remaining: 290s    
step 00066 (3.3%) | loss: 4.549544 | lrm: 1.00 | dt: 163ms | tok/sec: 1,603,618 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00067 (3.3%) | loss: 4.529156 | lrm: 1.00 | dt: 207ms | tok/sec: 1,265,737 | mfu: 30.6% | epoch: 1 | remaining: 290s    
step 00068 (3.4%) | loss: 4.504380 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,686 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00069 (3.4%) | loss: 4.479092 | lrm: 1.00 | dt: 162ms | tok/sec: 1,619,758 | mfu: 39.1% | epoch: 1 | remaining: 289s    
step 00070 (3.5%) | loss: 4.453752 | lrm: 1.00 | dt: 190ms | tok/sec: 1,379,850 | mfu: 33.3% | epoch: 1 | remaining: 289s    
step 00071 (3.6%) | loss: 4.433520 | lrm: 1.00 | dt: 181ms | tok/sec: 1,446,046 | mfu: 34.9% | epoch: 1 | remaining: 289s    
step 00072 (3.6%) | loss: 4.413395 | lrm: 1.00 | dt: 226ms | tok/sec: 1,157,465 | mfu: 28.0% | epoch: 1 | remaining: 289s    
step 00073 (3.7%) | loss: 4.392403 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,129 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00074 (3.8%) | loss: 4.374600 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,149 | mfu: 24.2% | epoch: 1 | remaining: 288s    
step 00075 (3.8%) | loss: 4.354294 | lrm: 1.00 | dt: 157ms | tok/sec: 1,669,561 | mfu: 40.3% | epoch: 1 | remaining: 288s    
step 00076 (3.9%) | loss: 4.334593 | lrm: 1.00 | dt: 187ms | tok/sec: 1,399,291 | mfu: 33.8% | epoch: 1 | remaining: 288s    
step 00077 (4.0%) | loss: 4.316477 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,400 | mfu: 39.7% | epoch: 1 | remaining: 288s    
step 00078 (4.0%) | loss: 4.300193 | lrm: 1.00 | dt: 162ms | tok/sec: 1,619,326 | mfu: 39.1% | epoch: 1 | remaining: 288s    
step 00079 (4.1%) | loss: 4.282158 | lrm: 1.00 | dt: 174ms | tok/sec: 1,506,366 | mfu: 36.4% | epoch: 1 | remaining: 288s    
step 00080 (4.1%) | loss: 4.258457 | lrm: 1.00 | dt: 171ms | tok/sec: 1,537,060 | mfu: 37.1% | epoch: 1 | remaining: 287s    
step 00081 (4.2%) | loss: 4.237431 | lrm: 1.00 | dt: 165ms | tok/sec: 1,588,722 | mfu: 38.4% | epoch: 1 | remaining: 287s    
step 00082 (4.2%) | loss: 4.215058 | lrm: 1.00 | dt: 168ms | tok/sec: 1,555,960 | mfu: 37.6% | epoch: 1 | remaining: 287s    
step 00083 (4.3%) | loss: 4.196389 | lrm: 1.00 | dt: 175ms | tok/sec: 1,495,671 | mfu: 36.1% | epoch: 1 | remaining: 287s    
step 00084 (4.3%) | loss: 4.178603 | lrm: 1.00 | dt: 187ms | tok/sec: 1,400,569 | mfu: 33.8% | epoch: 1 | remaining: 287s    
step 00085 (4.4%) | loss: 4.161757 | lrm: 1.00 | dt: 186ms | tok/sec: 1,411,131 | mfu: 34.1% | epoch: 1 | remaining: 287s    
step 00086 (4.5%) | loss: 4.145946 | lrm: 1.00 | dt: 205ms | tok/sec: 1,281,730 | mfu: 31.0% | epoch: 1 | remaining: 286s    
step 00087 (4.5%) | loss: 4.128345 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,674 | mfu: 40.0% | epoch: 1 | remaining: 286s    
step 00088 (4.6%) | loss: 4.109054 | lrm: 1.00 | dt: 190ms | tok/sec: 1,381,554 | mfu: 33.4% | epoch: 1 | remaining: 286s    
step 00089 (4.7%) | loss: 4.094826 | lrm: 1.00 | dt: 240ms | tok/sec: 1,091,286 | mfu: 26.4% | epoch: 1 | remaining: 286s    
step 00090 (4.7%) | loss: 4.078730 | lrm: 1.00 | dt: 199ms | tok/sec: 1,315,348 | mfu: 31.8% | epoch: 1 | remaining: 286s    
step 00091 (4.8%) | loss: 4.065926 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,800 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00092 (4.9%) | loss: 4.048536 | lrm: 1.00 | dt: 172ms | tok/sec: 1,521,009 | mfu: 36.7% | epoch: 1 | remaining: 285s    
step 00093 (4.9%) | loss: 4.032973 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,067 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00094 (5.0%) | loss: 4.013921 | lrm: 1.00 | dt: 186ms | tok/sec: 1,412,698 | mfu: 34.1% | epoch: 1 | remaining: 285s    
step 00095 (5.0%) | loss: 3.988440 | lrm: 1.00 | dt: 182ms | tok/sec: 1,441,345 | mfu: 34.8% | epoch: 1 | remaining: 285s    
step 00096 (5.1%) | loss: 3.970735 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,206 | mfu: 28.7% | epoch: 1 | remaining: 285s    
step 00097 (5.2%) | loss: 3.960719 | lrm: 1.00 | dt: 165ms | tok/sec: 1,589,224 | mfu: 38.4% | epoch: 1 | remaining: 284s    
step 00098 (5.2%) | loss: 3.948811 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,935 | mfu: 39.9% | epoch: 1 | remaining: 284s    
step 00099 (5.3%) | loss: 3.935350 | lrm: 1.00 | dt: 193ms | tok/sec: 1,359,235 | mfu: 32.8% | epoch: 1 | remaining: 284s    
step 00100 (5.3%) | loss: 3.922279 | lrm: 1.00 | dt: 164ms | tok/sec: 1,601,103 | mfu: 38.7% | epoch: 1 | remaining: 284s    
step 00101 (5.4%) | loss: 3.907333 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,565 | mfu: 39.3% | epoch: 1 | remaining: 284s    
step 00102 (5.4%) | loss: 3.895191 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,930 | mfu: 33.1% | epoch: 1 | remaining: 283s    
step 00103 (5.5%) | loss: 3.885451 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,667 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00104 (5.6%) | loss: 3.872405 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,358 | mfu: 35.7% | epoch: 1 | remaining: 283s    
step 00105 (5.6%) | loss: 3.860332 | lrm: 1.00 | dt: 164ms | tok/sec: 1,598,389 | mfu: 38.6% | epoch: 1 | remaining: 283s    
step 00106 (5.7%) | loss: 3.849100 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,950 | mfu: 39.1% | epoch: 1 | remaining: 283s    
step 00107 (5.7%) | loss: 3.840859 | lrm: 1.00 | dt: 166ms | tok/sec: 1,580,089 | mfu: 38.2% | epoch: 1 | remaining: 283s    
step 00108 (5.8%) | loss: 3.833086 | lrm: 1.00 | dt: 174ms | tok/sec: 1,508,687 | mfu: 36.5% | epoch: 1 | remaining: 282s    
step 00109 (5.8%) | loss: 3.825351 | lrm: 1.00 | dt: 165ms | tok/sec: 1,588,281 | mfu: 38.4% | epoch: 1 | remaining: 282s    
step 00110 (5.9%) | loss: 3.818286 | lrm: 1.00 | dt: 210ms | tok/sec: 1,246,319 | mfu: 30.1% | epoch: 1 | remaining: 282s    
step 00111 (6.0%) | loss: 3.808728 | lrm: 1.00 | dt: 177ms | tok/sec: 1,485,108 | mfu: 35.9% | epoch: 1 | remaining: 282s    
step 00112 (6.0%) | loss: 3.797485 | lrm: 1.00 | dt: 166ms | tok/sec: 1,577,016 | mfu: 38.1% | epoch: 1 | remaining: 282s    
step 00113 (6.1%) | loss: 3.792754 | lrm: 1.00 | dt: 181ms | tok/sec: 1,446,916 | mfu: 35.0% | epoch: 1 | remaining: 282s    
step 00114 (6.1%) | loss: 3.783343 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,641 | mfu: 38.2% | epoch: 1 | remaining: 281s    
step 00115 (6.2%) | loss: 3.775009 | lrm: 1.00 | dt: 188ms | tok/sec: 1,390,760 | mfu: 33.6% | epoch: 1 | remaining: 281s    
step 00116 (6.3%) | loss: 3.764463 | lrm: 1.00 | dt: 164ms | tok/sec: 1,598,359 | mfu: 38.6% | epoch: 1 | remaining: 281s    
step 00117 (6.3%) | loss: 3.754182 | lrm: 1.00 | dt: 167ms | tok/sec: 1,569,069 | mfu: 37.9% | epoch: 1 | remaining: 281s    
step 00118 (6.4%) | loss: 3.748094 | lrm: 1.00 | dt: 170ms | tok/sec: 1,546,297 | mfu: 37.4% | epoch: 1 | remaining: 281s    
step 00119 (6.4%) | loss: 3.744027 | lrm: 1.00 | dt: 169ms | tok/sec: 1,554,862 | mfu: 37.6% | epoch: 1 | remaining: 281s    
step 00120 (6.5%) | loss: 3.734817 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,464 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00121 (6.5%) | loss: 3.730214 | lrm: 1.00 | dt: 168ms | tok/sec: 1,556,011 | mfu: 37.6% | epoch: 1 | remaining: 280s    
step 00122 (6.6%) | loss: 3.723133 | lrm: 1.00 | dt: 165ms | tok/sec: 1,584,144 | mfu: 38.3% | epoch: 1 | remaining: 280s    
step 00123 (6.6%) | loss: 3.713981 | lrm: 1.00 | dt: 172ms | tok/sec: 1,522,911 | mfu: 36.8% | epoch: 1 | remaining: 280s    
step 00124 (6.7%) | loss: 3.712295 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,991 | mfu: 38.5% | epoch: 1 | remaining: 280s    
step 00125 (6.8%) | loss: 3.708684 | lrm: 1.00 | dt: 165ms | tok/sec: 1,593,555 | mfu: 38.5% | epoch: 1 | remaining: 280s    
step 00126 (6.8%) | loss: 3.700718 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,857 | mfu: 39.1% | epoch: 1 | remaining: 279s    
step 00127 (6.9%) | loss: 3.695692 | lrm: 1.00 | dt: 169ms | tok/sec: 1,551,615 | mfu: 37.5% | epoch: 1 | remaining: 279s    
step 00128 (6.9%) | loss: 3.685763 | lrm: 1.00 | dt: 174ms | tok/sec: 1,510,855 | mfu: 36.5% | epoch: 1 | remaining: 279s    
step 00129 (7.0%) | loss: 3.679874 | lrm: 1.00 | dt: 166ms | tok/sec: 1,579,397 | mfu: 38.2% | epoch: 1 | remaining: 279s    
step 00130 (7.0%) | loss: 3.672705 | lrm: 1.00 | dt: 190ms | tok/sec: 1,383,163 | mfu: 33.4% | epoch: 1 | remaining: 279s    
step 00131 (7.1%) | loss: 3.662198 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,396 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00132 (7.2%) | loss: 3.659654 | lrm: 1.00 | dt: 164ms | tok/sec: 1,597,205 | mfu: 38.6% | epoch: 1 | remaining: 278s    
step 00133 (7.2%) | loss: 3.655797 | lrm: 1.00 | dt: 167ms | tok/sec: 1,569,385 | mfu: 37.9% | epoch: 1 | remaining: 278s    
step 00134 (7.3%) | loss: 3.653977 | lrm: 1.00 | dt: 166ms | tok/sec: 1,580,750 | mfu: 38.2% | epoch: 1 | remaining: 278s    
step 00135 (7.3%) | loss: 3.649666 | lrm: 1.00 | dt: 164ms | tok/sec: 1,593,984 | mfu: 38.5% | epoch: 1 | remaining: 278s    
step 00136 (7.4%) | loss: 3.645411 | lrm: 1.00 | dt: 173ms | tok/sec: 1,519,119 | mfu: 36.7% | epoch: 1 | remaining: 278s    
step 00137 (7.4%) | loss: 3.643006 | lrm: 1.00 | dt: 181ms | tok/sec: 1,447,440 | mfu: 35.0% | epoch: 1 | remaining: 278s    
step 00138 (7.5%) | loss: 3.639601 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,935 | mfu: 39.4% | epoch: 1 | remaining: 277s    
step 00139 (7.5%) | loss: 3.637685 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,130 | mfu: 39.1% | epoch: 1 | remaining: 277s    
step 00140 (7.6%) | loss: 3.631987 | lrm: 1.00 | dt: 165ms | tok/sec: 1,586,150 | mfu: 38.3% | epoch: 1 | remaining: 277s    
step 00141 (7.7%) | loss: 3.627129 | lrm: 1.00 | dt: 168ms | tok/sec: 1,558,227 | mfu: 37.6% | epoch: 1 | remaining: 277s    
step 00142 (7.7%) | loss: 3.619634 | lrm: 1.00 | dt: 168ms | tok/sec: 1,560,290 | mfu: 37.7% | epoch: 1 | remaining: 277s    
step 00143 (7.8%) | loss: 3.620849 | lrm: 1.00 | dt: 169ms | tok/sec: 1,554,409 | mfu: 37.6% | epoch: 1 | remaining: 277s    
step 00144 (7.8%) | loss: 3.608812 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,636 | mfu: 38.6% | epoch: 1 | remaining: 276s    
step 00145 (7.9%) | loss: 3.604464 | lrm: 1.00 | dt: 165ms | tok/sec: 1,590,125 | mfu: 38.4% | epoch: 1 | remaining: 276s    
step 00146 (7.9%) | loss: 3.606810 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,025 | mfu: 38.6% | epoch: 1 | remaining: 276s    
step 00147 (8.0%) | loss: 3.597506 | lrm: 1.00 | dt: 168ms | tok/sec: 1,562,272 | mfu: 37.7% | epoch: 1 | remaining: 276s    
step 00148 (8.0%) | loss: 3.596222 | lrm: 1.00 | dt: 168ms | tok/sec: 1,559,621 | mfu: 37.7% | epoch: 1 | remaining: 276s    
step 00149 (8.1%) | loss: 3.589284 | lrm: 1.00 | dt: 167ms | tok/sec: 1,565,078 | mfu: 37.8% | epoch: 1 | remaining: 276s    
step 00150 (8.2%) | loss: 3.585512 | lrm: 1.00 | dt: 165ms | tok/sec: 1,584,125 | mfu: 38.3% | epoch: 1 | remaining: 275s    
step 00151 (8.2%) | loss: 3.584269 | lrm: 1.00 | dt: 165ms | tok/sec: 1,591,101 | mfu: 38.4% | epoch: 1 | remaining: 275s    
step 00152 (8.3%) | loss: 3.580394 | lrm: 1.00 | dt: 202ms | tok/sec: 1,299,954 | mfu: 31.4% | epoch: 1 | remaining: 275s    
step 00153 (8.3%) | loss: 3.577779 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,218 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00154 (8.4%) | loss: 3.576778 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,071 | mfu: 39.0% | epoch: 1 | remaining: 275s    
step 00155 (8.4%) | loss: 3.578200 | lrm: 1.00 | dt: 166ms | tok/sec: 1,583,927 | mfu: 38.3% | epoch: 1 | remaining: 275s    
step 00156 (8.5%) | loss: 3.578890 | lrm: 1.00 | dt: 166ms | tok/sec: 1,579,469 | mfu: 38.2% | epoch: 1 | remaining: 274s    
step 00157 (8.6%) | loss: 3.570066 | lrm: 1.00 | dt: 166ms | tok/sec: 1,578,902 | mfu: 38.1% | epoch: 1 | remaining: 274s    
step 00158 (8.6%) | loss: 3.563980 | lrm: 1.00 | dt: 173ms | tok/sec: 1,515,261 | mfu: 36.6% | epoch: 1 | remaining: 274s    
step 00159 (8.7%) | loss: 3.560315 | lrm: 1.00 | dt: 165ms | tok/sec: 1,590,114 | mfu: 38.4% | epoch: 1 | remaining: 274s    
step 00160 (8.7%) | loss: 3.555914 | lrm: 1.00 | dt: 163ms | tok/sec: 1,607,647 | mfu: 38.8% | epoch: 1 | remaining: 274s    
step 00161 (8.8%) | loss: 3.550604 | lrm: 1.00 | dt: 163ms | tok/sec: 1,603,611 | mfu: 38.7% | epoch: 1 | remaining: 274s    
step 00162 (8.8%) | loss: 3.547414 | lrm: 1.00 | dt: 165ms | tok/sec: 1,589,935 | mfu: 38.4% | epoch: 1 | remaining: 273s    
step 00163 (8.9%) | loss: 3.542428 | lrm: 1.00 | dt: 165ms | tok/sec: 1,584,893 | mfu: 38.3% | epoch: 1 | remaining: 273s    
step 00164 (8.9%) | loss: 3.541666 | lrm: 1.00 | dt: 169ms | tok/sec: 1,548,302 | mfu: 37.4% | epoch: 1 | remaining: 273s    
